timestamp,BPM,Quality
1557364169573,85,LOCKED
1557364170557,85,ACQUIRING
1557364171541,85,ACQUIRING
1557364172553,85,ACQUIRING
1557364173534,86,ACQUIRING
1557364174545,88,ACQUIRING
1557364175566,86,ACQUIRING
1557364176536,86,ACQUIRING
1557364177548,86,ACQUIRING
1557364178511,85,LOCKED
1557364179509,85,LOCKED
1557364180505,85,LOCKED
1557364181511,86,LOCKED
1557364182511,85,LOCKED
1557364183494,85,LOCKED
1557364184484,85,LOCKED
1557364185531,85,LOCKED
1557364186499,84,LOCKED
1557364187488,82,LOCKED
1557364188469,81,LOCKED
1557364189468,81,LOCKED
1557364190509,82,LOCKED
1557364191455,82,ACQUIRING
1557364192454,83,LOCKED
1557364193460,83,LOCKED
1557364194479,83,LOCKED
1557364195440,82,LOCKED
1557364196452,81,LOCKED
1557364197454,81,ACQUIRING
1557364198440,82,ACQUIRING
1557364199431,82,ACQUIRING
1557364200423,72,ACQUIRING
1557364201424,69,ACQUIRING
1557364202455,70,ACQUIRING
1557364203418,70,ACQUIRING
1557364204419,70,ACQUIRING
1557364205424,70,ACQUIRING
1557364206429,70,LOCKED
1557364207412,70,LOCKED
1557364208409,70,LOCKED
1557364209391,71,LOCKED
1557364210451,71,LOCKED
1557364211380,70,LOCKED
1557364212397,70,LOCKED
1557364213393,71,LOCKED
1557364214393,72,LOCKED
1557364215374,72,LOCKED
1557364216378,73,LOCKED
1557364217398,73,LOCKED
1557364218360,72,LOCKED
1557364219370,72,LOCKED
1557364220356,72,LOCKED
1557364221363,71,LOCKED
1557364222340,71,LOCKED
1557364223347,72,LOCKED
1557364224357,72,LOCKED
1557364225382,73,LOCKED
1557364226332,73,LOCKED
1557364227357,73,LOCKED
1557364228407,72,LOCKED
1557364229313,72,LOCKED
1557364230325,72,LOCKED
1557364231298,73,LOCKED
1557364232302,73,LOCKED
1557364233290,74,LOCKED
1557364234324,74,LOCKED
1557364235285,74,LOCKED
1557364236286,75,LOCKED
1557364237281,76,LOCKED
1557364238286,76,LOCKED
1557364239281,74,LOCKED
1557364240262,74,ACQUIRING
1557364241295,74,ACQUIRING
1557364242280,75,ACQUIRING
1557364243263,75,LOCKED
1557364244270,75,LOCKED
1557364245267,75,LOCKED
1557364246265,75,LOCKED
1557364247242,75,LOCKED
1557364248244,74,LOCKED
1557364249232,75,LOCKED
1557364250227,75,ACQUIRING
1557364251238,75,ACQUIRING
1557364252234,75,ACQUIRING
1557364253222,75,ACQUIRING
1557364254218,77,ACQUIRING
1557364255206,77,ACQUIRING
1557364256216,77,ACQUIRING
1557364257202,78,ACQUIRING
1557364258200,78,ACQUIRING
1557364259194,78,ACQUIRING
1557364260192,80,ACQUIRING
1557364261194,80,ACQUIRING
1557364262188,80,ACQUIRING
1557364263198,80,ACQUIRING
1557364264175,80,ACQUIRING
1557364265182,80,ACQUIRING
1557364266173,80,ACQUIRING
1557364267185,75,ACQUIRING
1557364268154,75,ACQUIRING
1557364269165,75,ACQUIRING
1557364270150,75,ACQUIRING
1557364271145,75,ACQUIRING
1557364272141,75,ACQUIRING
1557364273140,75,ACQUIRING
1557364274138,75,ACQUIRING
1557364275142,70,ACQUIRING
1557364276151,70,ACQUIRING
1557364277144,70,ACQUIRING
1557364278120,70,ACQUIRING
1557364279121,70,ACQUIRING
1557364280110,70,ACQUIRING
1557364281128,70,ACQUIRING
1557364282108,70,ACQUIRING
1557364283118,70,ACQUIRING
1557364284097,70,ACQUIRING
1557364285123,70,ACQUIRING
1557364286101,70,ACQUIRING
1557364287104,70,ACQUIRING
1557364288080,70,ACQUIRING
1557364289092,70,ACQUIRING
1557364290072,70,ACQUIRING
1557364291066,70,ACQUIRING
1557364292084,70,ACQUIRING
1557364293069,70,ACQUIRING
1557364294084,70,ACQUIRING
1557364295064,70,ACQUIRING
1557364296070,70,ACQUIRING
1557364297045,70,LOCKED
1557364298059,70,ACQUIRING
1557364299041,70,ACQUIRING
1557364300052,70,ACQUIRING
1557364301047,70,ACQUIRING
1557364302027,70,ACQUIRING
1557364303040,70,ACQUIRING
1557364304031,70,ACQUIRING
1557364305010,70,ACQUIRING
1557364306005,70,ACQUIRING
1557364307008,70,ACQUIRING
1557364308013,70,ACQUIRING
1557364309011,70,ACQUIRING
1557364309997,70,ACQUIRING
1557364311007,70,ACQUIRING
1557364311996,70,ACQUIRING
1557364312995,70,ACQUIRING
1557364313993,70,ACQUIRING
1557364314986,70,ACQUIRING
1557364315967,70,ACQUIRING
1557364316978,70,ACQUIRING
1557364317963,70,ACQUIRING
1557364318972,70,ACQUIRING
1557364319972,70,ACQUIRING
1557364320967,70,ACQUIRING
1557364321948,70,ACQUIRING
1557364322945,70,ACQUIRING
1557364323942,70,ACQUIRING
1557364324949,70,ACQUIRING
1557364325944,70,ACQUIRING
1557364326935,70,ACQUIRING
1557364327929,75,LOCKED
1557364328934,80,LOCKED
1557364329911,82,LOCKED
1557364330907,81,LOCKED
1557364331918,81,LOCKED
1557364332917,81,LOCKED
1557364333901,82,ACQUIRING
1557364334917,82,LOCKED
1557364335898,82,ACQUIRING
1557364336916,82,LOCKED
1557364337895,83,LOCKED
1557364338891,78,LOCKED
1557364339876,74,LOCKED
1557364340880,75,LOCKED
1557364341868,75,LOCKED
1557364342883,75,LOCKED
1557364343860,75,LOCKED
1557364344861,75,LOCKED
1557364345874,76,LOCKED
1557364346864,76,LOCKED
1557364347858,76,LOCKED
1557364348857,76,LOCKED
1557364349840,76,LOCKED
1557364350832,76,LOCKED
1557364351853,76,ACQUIRING
1557364352841,76,ACQUIRING
1557364353863,76,ACQUIRING
1557364354868,76,ACQUIRING
1557364355846,76,ACQUIRING
1557364356811,76,ACQUIRING
1557364357810,76,ACQUIRING
1557364358815,76,ACQUIRING
1557364359810,76,ACQUIRING
1557364360829,76,ACQUIRING
1557364361816,76,ACQUIRING
1557364362798,78,LOCKED
1557364363794,78,LOCKED
1557364364852,78,LOCKED
1557364365771,78,LOCKED
1557364366802,78,LOCKED
1557364367818,78,LOCKED
1557364368771,78,LOCKED
1557364369764,78,LOCKED
1557364370800,78,LOCKED
1557364371769,78,LOCKED
1557364372750,78,LOCKED
1557364373753,76,LOCKED
1557364374738,76,LOCKED
1557364375749,75,LOCKED
1557364376728,75,LOCKED
1557364377728,75,LOCKED
1557364378743,75,LOCKED
1557364379739,75,LOCKED
1557364380712,75,LOCKED
1557364381717,75,LOCKED
1557364382729,75,LOCKED
1557364383701,75,LOCKED
1557364384711,80,LOCKED
1557364385699,80,LOCKED
1557364386709,80,LOCKED
1557364387690,80,LOCKED
1557364388704,80,LOCKED
1557364389683,79,LOCKED
1557364390674,80,LOCKED
1557364391685,80,LOCKED
1557364392679,80,LOCKED
1557364393661,81,LOCKED
1557364394680,82,LOCKED
1557364395674,82,LOCKED
1557364396659,82,LOCKED
1557364397670,84,LOCKED
1557364398645,84,LOCKED
1557364399641,84,LOCKED
1557364400642,84,LOCKED
1557364401637,84,LOCKED
1557364402655,84,LOCKED
1557364403645,80,LOCKED
1557364404626,80,LOCKED
1557364405654,80,LOCKED
1557364406638,80,LOCKED
1557364407630,80,LOCKED
1557364408644,80,LOCKED
1557364409636,80,LOCKED
1557364410617,80,LOCKED
1557364411609,80,LOCKED
1557364412638,80,LOCKED
1557364413595,82,LOCKED
1557364414665,82,LOCKED
1557364415589,82,LOCKED
1557364416579,85,LOCKED
1557364417604,85,LOCKED
1557364418565,86,LOCKED
1557364419559,86,LOCKED
1557364420556,86,LOCKED
1557364421575,86,LOCKED
1557364422609,86,LOCKED
1557364423599,87,LOCKED
1557364424552,86,LOCKED
1557364425551,87,LOCKED
1557364426545,87,LOCKED
1557364427533,85,LOCKED
1557364428537,85,LOCKED
1557364429524,85,LOCKED
1557364430561,84,LOCKED
1557364431616,84,LOCKED
1557364432528,84,LOCKED
1557364433545,84,LOCKED
1557364434512,83,LOCKED
1557364435519,83,LOCKED
1557364436514,84,LOCKED
1557364437516,84,LOCKED
1557364438548,84,LOCKED
1557364439555,84,LOCKED
1557364440505,84,LOCKED
1557364441496,84,LOCKED
1557364442480,84,LOCKED
1557364443507,84,LOCKED
1557364444524,84,LOCKED
1557364445493,84,LOCKED
1557364446454,84,LOCKED
1557364447451,85,LOCKED
1557364448461,85,LOCKED
1557364449448,85,LOCKED
1557364450451,85,LOCKED
1557364451446,85,LOCKED
1557364452452,85,LOCKED
1557364453458,85,LOCKED
1557364454437,80,ACQUIRING
1557364455422,80,ACQUIRING
1557364456438,80,ACQUIRING
1557364457436,80,ACQUIRING
1557364458424,80,ACQUIRING
1557364459412,80,ACQUIRING
1557364460405,80,ACQUIRING
1557364461420,80,ACQUIRING
1557364462411,80,ACQUIRING
1557364463401,80,ACQUIRING
1557364464389,80,ACQUIRING
1557364465418,80,ACQUIRING
1557364466397,80,ACQUIRING
1557364467376,80,ACQUIRING
1557364468381,80,ACQUIRING
1557364469377,80,ACQUIRING
1557364470377,80,ACQUIRING
1557364471383,80,ACQUIRING
1557364472436,80,ACQUIRING
1557364473365,80,ACQUIRING
1557364474401,80,ACQUIRING
1557364475359,80,ACQUIRING
1557364476336,80,ACQUIRING
1557364477377,80,ACQUIRING
1557364478331,80,ACQUIRING
1557364479367,80,ACQUIRING
1557364480337,80,ACQUIRING
1557364481359,80,ACQUIRING
1557364482335,80,ACQUIRING
1557364483315,80,ACQUIRING
1557364484350,80,ACQUIRING
1557364485304,80,ACQUIRING
1557364486305,80,ACQUIRING
1557364487326,80,ACQUIRING
1557364488298,80,ACQUIRING
1557364489334,80,ACQUIRING
1557364490291,80,ACQUIRING
1557364491316,80,ACQUIRING
1557364492289,80,ACQUIRING
1557364493293,85,LOCKED
1557364494272,94,LOCKED
1557364495305,94,LOCKED
1557364496293,94,LOCKED
1557364497262,94,LOCKED
1557364498276,94,LOCKED
1557364499256,93,LOCKED
1557364500251,93,LOCKED
1557364501275,94,LOCKED
1557364502258,94,LOCKED
1557364503239,95,LOCKED
1557364504233,96,LOCKED
1557364505234,96,LOCKED
1557364506257,97,LOCKED
1557364507259,97,LOCKED
1557364508216,98,LOCKED
1557364509207,98,LOCKED
1557364510209,98,LOCKED
1557364511214,98,LOCKED
