timestamp,BPM,Quality
1557633111357,72,ACQUIRING
1557633112344,72,ACQUIRING
1557633113341,70,LOCKED
1557633114352,70,LOCKED
1557633115334,69,LOCKED
1557633116334,69,LOCKED
1557633117330,69,LOCKED
1557633118327,69,LOCKED
1557633119332,69,LOCKED
1557633120321,69,LOCKED
1557633121315,69,LOCKED
1557633122310,69,LOCKED
1557633123312,68,LOCKED
1557633124316,68,LOCKED
1557633125307,68,LOCKED
1557633126299,68,LOCKED
1557633127307,67,LOCKED
1557633128304,66,LOCKED
1557633129281,66,LOCKED
1557633130276,66,LOCKED
1557633131274,66,LOCKED
1557633132266,69,LOCKED
1557633133273,69,LOCKED
1557633134276,68,LOCKED
1557633135279,67,LOCKED
1557633136301,67,LOCKED
1557633137257,66,LOCKED
1557633138258,65,LOCKED
1557633139245,65,LOCKED
1557633140287,65,LOCKED
1557633141338,66,LOCKED
1557633142225,66,LOCKED
1557633143248,70,LOCKED
1557633144227,70,LOCKED
1557633145240,70,LOCKED
1557633146213,70,LOCKED
1557633147231,69,LOCKED
1557633148231,69,LOCKED
1557633149238,67,LOCKED
1557633150199,66,LOCKED
1557633151245,61,LOCKED
1557633152205,63,LOCKED
1557633153216,64,LOCKED
1557633154218,63,LOCKED
1557633155175,62,LOCKED
1557633156496,62,LOCKED
1557633157240,62,LOCKED
1557633158200,62,LOCKED
1557633159214,62,LOCKED
1557633160156,63,LOCKED
1557633161168,62,LOCKED
1557633162208,63,LOCKED
1557633163156,64,LOCKED
1557633164147,63,LOCKED
1557633165190,63,LOCKED
1557633166132,63,LOCKED
1557633167145,62,LOCKED
1557633168133,61,LOCKED
1557633169121,60,LOCKED
1557633170187,60,LOCKED
1557633171127,60,LOCKED
1557633172118,60,LOCKED
1557633173110,60,LOCKED
1557633174167,67,LOCKED
1557633175104,70,LOCKED
1557633176132,73,LOCKED
1557633177145,72,LOCKED
1557633178156,70,LOCKED
1557633179087,70,LOCKED
1557633180086,70,LOCKED
1557633181266,55,LOCKED
1557633182144,55,LOCKED
1557633183067,55,LOCKED
1557633184096,55,LOCKED
1557633185060,55,LOCKED
1557633186225,54,LOCKED
1557633187051,55,LOCKED
1557633188058,55,LOCKED
1557633189052,56,LOCKED
1557633190038,56,LOCKED
1557633191179,70,LOCKED
1557633192033,69,LOCKED
1557633193027,68,LOCKED
1557633194024,56,LOCKED
1557633195029,59,LOCKED
1557633196227,58,LOCKED
1557633197012,59,LOCKED
1557633198029,59,LOCKED
1557633199040,59,LOCKED
1557633200001,60,LOCKED
1557633201228,63,LOCKED
1557633201992,66,LOCKED
1557633203022,69,LOCKED
1557633203985,68,LOCKED
1557633204981,67,LOCKED
1557633205975,65,LOCKED
1557633206973,63,LOCKED
1557633207990,61,LOCKED
1557633208974,60,LOCKED
1557633209981,60,LOCKED
1557633211056,61,LOCKED
1557633211978,61,LOCKED
1557633212977,61,LOCKED
1557633213945,67,LOCKED
1557633214959,67,LOCKED
1557633216086,67,LOCKED
1557633216949,67,LOCKED
1557633217934,68,LOCKED
1557633218924,68,LOCKED
1557633219929,67,LOCKED
1557633221239,68,LOCKED
1557633221931,69,LOCKED
1557633222951,69,LOCKED
1557633223906,69,LOCKED
1557633224928,70,LOCKED
1557633225908,71,LOCKED
1557633226924,75,LOCKED
1557633227947,75,LOCKED
1557633228897,75,LOCKED
1557633229885,75,LOCKED
1557633231038,74,LOCKED
1557633231883,74,LOCKED
1557633232891,72,LOCKED
1557633233883,71,LOCKED
1557633234876,71,LOCKED
1557633235876,71,LOCKED
1557633236860,71,LOCKED
1557633237866,76,LOCKED
1557633238890,76,LOCKED
1557633239856,75,LOCKED
1557633240845,75,LOCKED
1557633241837,75,LOCKED
1557633242834,74,LOCKED
1557633243839,74,LOCKED
1557633244837,68,LOCKED
1557633245820,67,LOCKED
1557633246822,68,LOCKED
1557633247820,68,LOCKED
1557633248822,68,LOCKED
1557633249834,68,LOCKED
1557633250799,67,LOCKED
1557633251817,68,LOCKED
1557633252793,69,LOCKED
1557633253812,68,LOCKED
1557633254841,66,LOCKED
1557633255800,66,LOCKED
1557633256786,66,LOCKED
1557633257795,67,LOCKED
1557633258772,69,LOCKED
1557633259776,69,LOCKED
1557633260764,69,LOCKED
1557633261788,69,LOCKED
1557633262759,69,LOCKED
1557633263749,69,LOCKED
1557633264790,69,LOCKED
1557633265741,69,LOCKED
1557633266736,72,LOCKED
1557633267758,72,LOCKED
1557633268800,72,LOCKED
1557633269743,71,LOCKED
1557633270753,71,LOCKED
1557633271719,70,LOCKED
1557633272724,70,LOCKED
1557633273756,70,LOCKED
1557633274711,71,LOCKED
1557633275712,70,LOCKED
1557633276699,69,LOCKED
1557633277702,69,LOCKED
1557633278697,69,LOCKED
1557633279689,69,LOCKED
1557633280695,69,LOCKED
1557633281687,69,LOCKED
1557633282678,68,LOCKED
1557633283679,69,LOCKED
1557633284668,69,LOCKED
1557633285708,69,LOCKED
1557633286679,70,LOCKED
1557633287675,70,LOCKED
1557633288663,71,LOCKED
1557633289649,71,LOCKED
1557633290645,72,LOCKED
1557633291658,72,LOCKED
1557633292637,72,LOCKED
1557633293648,73,LOCKED
1557633294635,73,LOCKED
1557633295634,74,LOCKED
1557633296650,74,LOCKED
1557633297634,73,LOCKED
1557633298659,74,LOCKED
1557633299623,72,LOCKED
1557633300629,72,LOCKED
1557633301621,72,LOCKED
1557633302600,72,LOCKED
1557633303594,72,LOCKED
1557633304600,72,LOCKED
1557633305604,74,LOCKED
1557633306608,74,LOCKED
1557633307589,74,LOCKED
1557633308630,73,LOCKED
1557633309580,73,LOCKED
1557633310569,72,LOCKED
1557633311606,71,LOCKED
1557633312621,72,LOCKED
1557633313556,72,LOCKED
1557633314557,67,LOCKED
1557633315580,65,LOCKED
1557633316546,65,LOCKED
1557633317538,65,LOCKED
1557633318544,64,LOCKED
1557633319535,64,LOCKED
1557633320546,65,LOCKED
1557633321542,65,LOCKED
1557633322526,65,LOCKED
1557633323516,65,LOCKED
1557633324514,65,LOCKED
1557633325512,65,LOCKED
