timestamp,BPM,Quality
1557549331319,57,ACQUIRING
1557549332286,57,ACQUIRING
1557549333273,57,ACQUIRING
1557549334270,57,ACQUIRING
1557549335272,57,ACQUIRING
1557549336332,57,ACQUIRING
1557549337277,57,ACQUIRING
1557549338271,57,ACQUIRING
1557549339254,57,ACQUIRING
1557549340257,57,ACQUIRING
1557549341262,57,ACQUIRING
1557549342261,57,ACQUIRING
1557549343254,57,ACQUIRING
1557549344252,57,ACQUIRING
1557549345227,57,ACQUIRING
1557549346238,57,ACQUIRING
1557549347308,57,ACQUIRING
1557549348259,57,ACQUIRING
1557549349231,57,ACQUIRING
1557549350228,57,ACQUIRING
1557549351220,57,ACQUIRING
1557549352202,57,ACQUIRING
1557549353212,57,ACQUIRING
1557549354194,57,ACQUIRING
1557549355199,62,ACQUIRING
1557549356191,72,ACQUIRING
1557549357202,82,ACQUIRING
1557549358218,87,ACQUIRING
1557549359175,97,ACQUIRING
1557549360168,102,ACQUIRING
1557549361190,116,LOCKED
1557549362250,116,LOCKED
1557549363178,116,LOCKED
1557549364203,116,LOCKED
1557549365170,116,LOCKED
1557549366157,115,LOCKED
1557549367140,113,LOCKED
1557549368152,111,LOCKED
1557549369149,111,LOCKED
1557549370168,111,LOCKED
1557549371149,111,LOCKED
1557549372139,110,LOCKED
1557549373168,110,LOCKED
1557549374134,110,LOCKED
1557549375118,110,LOCKED
1557549376106,113,LOCKED
1557549377102,113,LOCKED
1557549378121,113,LOCKED
1557549379109,108,LOCKED
1557549380095,107,LOCKED
1557549381125,106,LOCKED
1557549382082,106,LOCKED
1557549383088,105,LOCKED
1557549384092,104,LOCKED
1557549385080,104,LOCKED
1557549386073,103,LOCKED
1557549387099,103,LOCKED
1557549388105,102,LOCKED
1557549389055,102,LOCKED
1557549390073,102,LOCKED
1557549391046,102,LOCKED
1557549392069,103,LOCKED
1557549393042,103,LOCKED
1557549394058,102,LOCKED
1557549395053,102,LOCKED
1557549396027,99,LOCKED
1557549397025,100,LOCKED
1557549398033,100,LOCKED
1557549399033,100,LOCKED
1557549400016,100,LOCKED
1557549401031,100,LOCKED
1557549402025,100,LOCKED
1557549403007,99,LOCKED
1557549404019,100,LOCKED
1557549405014,100,LOCKED
1557549406005,97,LOCKED
1557549407014,98,LOCKED
1557549408003,100,LOCKED
1557549408991,100,LOCKED
1557549409988,100,LOCKED
1557549410971,99,LOCKED
1557549411969,99,LOCKED
1557549412984,97,LOCKED
1557549413955,97,LOCKED
1557549414964,98,LOCKED
1557549415958,97,LOCKED
1557549416944,97,LOCKED
1557549417948,97,LOCKED
1557549418964,92,LOCKED
1557549419932,95,LOCKED
1557549420928,94,LOCKED
1557549421934,93,LOCKED
1557549422943,92,LOCKED
1557549424080,93,LOCKED
1557549424940,93,LOCKED
1557549425909,93,LOCKED
1557549426935,93,LOCKED
1557549427924,91,LOCKED
1557549428907,90,LOCKED
1557549429934,89,LOCKED
1557549430898,89,LOCKED
1557549431925,88,LOCKED
1557549432924,88,LOCKED
1557549433880,88,LOCKED
1557549434927,88,LOCKED
1557549435882,87,LOCKED
1557549436869,89,LOCKED
1557549437881,89,LOCKED
1557549438860,89,LOCKED
1557549439993,89,LOCKED
1557549440874,91,LOCKED
1557549441878,86,LOCKED
1557549442910,85,LOCKED
1557549443885,92,LOCKED
1557549444848,84,LOCKED
1557549445861,84,LOCKED
1557549446878,84,ACQUIRING
1557549447841,84,LOCKED
1557549448826,84,LOCKED
1557549449837,84,LOCKED
1557549450831,84,LOCKED
1557549451814,85,LOCKED
1557549452814,85,ACQUIRING
1557549453816,85,LOCKED
1557549454826,85,LOCKED
1557549455796,85,LOCKED
1557549456822,83,LOCKED
1557549457804,83,LOCKED
1557549458829,83,LOCKED
1557549459797,83,LOCKED
1557549460821,83,LOCKED
1557549461809,83,LOCKED
1557549462765,83,LOCKED
1557549463783,83,LOCKED
1557549464763,83,LOCKED
1557549465762,83,LOCKED
1557549466770,82,LOCKED
1557549467755,82,LOCKED
1557549468741,82,LOCKED
1557549469764,80,LOCKED
1557549470742,80,LOCKED
1557549471735,79,LOCKED
1557549472734,80,LOCKED
1557549473722,81,LOCKED
1557549474724,81,LOCKED
1557549475735,80,LOCKED
1557549476794,80,LOCKED
1557549477713,80,LOCKED
1557549478712,80,LOCKED
1557549479714,79,LOCKED
1557549480695,79,LOCKED
1557549481696,78,LOCKED
1557549482696,78,LOCKED
1557549483718,78,LOCKED
1557549484693,77,LOCKED
1557549485693,77,LOCKED
1557549486672,77,LOCKED
1557549487706,77,LOCKED
1557549488700,77,LOCKED
1557549489660,77,LOCKED
1557549490758,77,ACQUIRING
1557549491787,77,ACQUIRING
1557549492652,77,ACQUIRING
1557549493665,77,ACQUIRING
1557549494653,77,ACQUIRING
1557549495653,77,ACQUIRING
1557549496631,77,ACQUIRING
1557549497641,77,ACQUIRING
1557549498627,77,ACQUIRING
1557549499631,77,ACQUIRING
1557549500619,77,ACQUIRING
1557549501620,77,ACQUIRING
1557549502626,77,ACQUIRING
1557549503608,77,ACQUIRING
1557549504627,77,ACQUIRING
1557549505600,77,ACQUIRING
1557549506620,77,ACQUIRING
1557549507612,77,ACQUIRING
1557549508591,77,ACQUIRING
1557549509602,77,ACQUIRING
1557549510581,77,ACQUIRING
1557549511574,77,ACQUIRING
1557549512574,77,ACQUIRING
1557549513587,77,ACQUIRING
1557549514562,77,LOCKED
1557549515558,82,LOCKED
